Estados Sociedades;Actividad económica;Periodo;Total
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2013M01;22,19
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2012M12;21,12
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2012M11;21,85
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2012M10;24,37
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2012M09;22,56
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2012M08;23,47
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2012M07;22,67
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2012M06;21,87
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2012M05;22,79
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2012M04;22,46
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2012M03;23,9
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2012M02;20,82
Sociedades Constituídas;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;2012M01;21,47
Sociedades Constituídas;H Transporte y almacenamiento;2023M09;2,8
Sociedades Constituídas;H Transporte y almacenamiento;2023M08;2,31
Sociedades Constituídas;H Transporte y almacenamiento;2023M07;2,42
Sociedades Constituídas;H Transporte y almacenamiento;2023M06;2,32
Sociedades Constituídas;H Transporte y almacenamiento;2023M05;2,55
Sociedades Constituídas;H Transporte y almacenamiento;2023M04;2,55
Sociedades Constituídas;H Transporte y almacenamiento;2023M03;2,56
Sociedades Constituídas;H Transporte y almacenamiento;2023M02;2,31
Sociedades Constituídas;H Transporte y almacenamiento;2023M01;2,6
Sociedades Constituídas;H Transporte y almacenamiento;2022M12;2,77
Sociedades Constituídas;H Transporte y almacenamiento;2022M11;2,58
Sociedades Constituídas;H Transporte y almacenamiento;2022M10;2,48
Sociedades Constituídas;H Transporte y almacenamiento;2022M09;2,99
Sociedades Constituídas;H Transporte y almacenamiento;2022M08;2,75
Sociedades Constituídas;H Transporte y almacenamiento;2022M07;2,51
Sociedades Constituídas;H Transporte y almacenamiento;2022M06;2,56
Sociedades Constituídas;H Transporte y almacenamiento;2022M05;2,56
Sociedades Constituídas;H Transporte y almacenamiento;2022M04;2,56
Sociedades Constituídas;H Transporte y almacenamiento;2022M03;2,82
Sociedades Constituídas;H Transporte y almacenamiento;2022M02;2,5
Sociedades Constituídas;H Transporte y almacenamiento;2022M01;2,73
Sociedades Constituídas;H Transporte y almacenamiento;2021M12;2,96
Sociedades Constituídas;H Transporte y almacenamiento;2021M11;2,94
Sociedades Constituídas;H Transporte y almacenamiento;2021M10;3,3
Sociedades Constituídas;H Transporte y almacenamiento;2021M09;2,91
Sociedades Constituídas;H Transporte y almacenamiento;2021M08;2,95
Sociedades Constituídas;H Transporte y almacenamiento;2021M07;2,88
Sociedades Constituídas;H Transporte y almacenamiento;2021M06;2,6
Sociedades Constituídas;H Transporte y almacenamiento;2021M05;2,94
Sociedades Constituídas;H Transporte y almacenamiento;2021M04;3,07
Sociedades Constituídas;H Transporte y almacenamiento;2021M03;3,15
Sociedades Constituídas;H Transporte y almacenamiento;2021M02;3,19
Sociedades Constituídas;H Transporte y almacenamiento;2021M01;3,23
Sociedades Constituídas;H Transporte y almacenamiento;2020M12;2,82
Sociedades Constituídas;H Transporte y almacenamiento;2020M11;3,66
Sociedades Constituídas;H Transporte y almacenamiento;2020M10;3,1
Sociedades Constituídas;H Transporte y almacenamiento;2020M09;3,3
Sociedades Constituídas;H Transporte y almacenamiento;2020M08;3,27
Sociedades Constituídas;H Transporte y almacenamiento;2020M07;3,14
Sociedades Constituídas;H Transporte y almacenamiento;2020M06;3,17
Sociedades Constituídas;H Transporte y almacenamiento;2020M05;3,4
Sociedades Constituídas;H Transporte y almacenamiento;2020M04;3,02
Sociedades Constituídas;H Transporte y almacenamiento;2020M03;2,68
Sociedades Constituídas;H Transporte y almacenamiento;2020M02;2,92
Sociedades Constituídas;H Transporte y almacenamiento;2020M01;2,77
Sociedades Constituídas;H Transporte y almacenamiento;2019M12;2,84
Sociedades Constituídas;H Transporte y almacenamiento;2019M11;2,67
Sociedades Constituídas;H Transporte y almacenamiento;2019M10;2,65
Sociedades Constituídas;H Transporte y almacenamiento;2019M09;2,86
Sociedades Constituídas;H Transporte y almacenamiento;2019M08;2,57
Sociedades Constituídas;H Transporte y almacenamiento;2019M07;2,49
Sociedades Constituídas;H Transporte y almacenamiento;2019M06;2,61
Sociedades Constituídas;H Transporte y almacenamiento;2019M05;2,69
Sociedades Constituídas;H Transporte y almacenamiento;2019M04;2,37
Sociedades Constituídas;H Transporte y almacenamiento;2019M03;2,52
Sociedades Constituídas;H Transporte y almacenamiento;2019M02;2,95
Sociedades Constituídas;H Transporte y almacenamiento;2019M01;3,6
Sociedades Constituídas;H Transporte y almacenamiento;2018M12;3,88
Sociedades Constituídas;H Transporte y almacenamiento;2018M11;3,1
Sociedades Constituídas;H Transporte y almacenamiento;2018M10;3,12
Sociedades Constituídas;H Transporte y almacenamiento;2018M09;3,85
Sociedades Constituídas;H Transporte y almacenamiento;2018M08;3,73
Sociedades Constituídas;H Transporte y almacenamiento;2018M07;3,75
Sociedades Constituídas;H Transporte y almacenamiento;2018M06;2,5
Sociedades Constituídas;H Transporte y almacenamiento;2018M05;2,94
Sociedades Constituídas;H Transporte y almacenamiento;2018M04;3,36
Sociedades Constituídas;H Transporte y almacenamiento;2018M03;4,09
Sociedades Constituídas;H Transporte y almacenamiento;2018M02;5,46
Sociedades Constituídas;H Transporte y almacenamiento;2018M01;3,76
Sociedades Constituídas;H Transporte y almacenamiento;2017M12;3,64
Sociedades Constituídas;H Transporte y almacenamiento;2017M11;4,51
Sociedades Constituídas;H Transporte y almacenamiento;2017M10;3,99
Sociedades Constituídas;H Transporte y almacenamiento;2017M09;3,92
Sociedades Constituídas;H Transporte y almacenamiento;2017M08;3,38
Sociedades Constituídas;H Transporte y almacenamiento;2017M07;3,51
Sociedades Constituídas;H Transporte y almacenamiento;2017M06;3,06
Sociedades Constituídas;H Transporte y almacenamiento;2017M05;2,6
Sociedades Constituídas;H Transporte y almacenamiento;2017M04;2,85
Sociedades Constituídas;H Transporte y almacenamiento;2017M03;2,91
Sociedades Constituídas;H Transporte y almacenamiento;2017M02;3,43
Sociedades Constituídas;H Transporte y almacenamiento;2017M01;3,68
Sociedades Constituídas;H Transporte y almacenamiento;2016M12;3,38
Sociedades Constituídas;H Transporte y almacenamiento;2016M11;3,21
Sociedades Constituídas;H Transporte y almacenamiento;2016M10;3,64
Sociedades Constituídas;H Transporte y almacenamiento;2016M09;3,33
Sociedades Constituídas;H Transporte y almacenamiento;2016M08;3,63
Sociedades Constituídas;H Transporte y almacenamiento;2016M07;3,17
Sociedades Constituídas;H Transporte y almacenamiento;2016M06;3,23
Sociedades Constituídas;H Transporte y almacenamiento;2016M05;3,22
Sociedades Constituídas;H Transporte y almacenamiento;2016M04;3,2
Sociedades Constituídas;H Transporte y almacenamiento;2016M03;3,69
Sociedades Constituídas;H Transporte y almacenamiento;2016M02;3,99
Sociedades Constituídas;H Transporte y almacenamiento;2016M01;4,88
Sociedades Constituídas;H Transporte y almacenamiento;2015M12;4,81
Sociedades Constituídas;H Transporte y almacenamiento;2015M11;3,81
Sociedades Constituídas;H Transporte y almacenamiento;2015M10;3,39
Sociedades Constituídas;H Transporte y almacenamiento;2015M09;3,71
Sociedades Constituídas;H Transporte y almacenamiento;2015M08;3,05
Sociedades Constituídas;H Transporte y almacenamiento;2015M07;2,56
Sociedades Constituídas;H Transporte y almacenamiento;2015M06;3,07
Sociedades Constituídas;H Transporte y almacenamiento;2015M05;3
Sociedades Constituídas;H Transporte y almacenamiento;2015M04;3,66
Sociedades Constituídas;H Transporte y almacenamiento;2015M03;3,22
Sociedades Constituídas;H Transporte y almacenamiento;2015M02;2,73
Sociedades Constituídas;H Transporte y almacenamiento;2015M01;3,62
Sociedades Constituídas;H Transporte y almacenamiento;2014M12;3,66
Sociedades Constituídas;H Transporte y almacenamiento;2014M11;2,91
Sociedades Constituídas;H Transporte y almacenamiento;2014M10;3,56
Sociedades Constituídas;H Transporte y almacenamiento;2014M09;3,67
Sociedades Constituídas;H Transporte y almacenamiento;2014M08;3,62
Sociedades Constituídas;H Transporte y almacenamiento;2014M07;2,66
Sociedades Constituídas;H Transporte y almacenamiento;2014M06;2,88
Sociedades Constituídas;H Transporte y almacenamiento;2014M05;2,85
Sociedades Constituídas;H Transporte y almacenamiento;2014M04;3
Sociedades Constituídas;H Transporte y almacenamiento;2014M03;3,44
Sociedades Constituídas;H Transporte y almacenamiento;2014M02;2,72
Sociedades Constituídas;H Transporte y almacenamiento;2014M01;2,89
Sociedades Constituídas;H Transporte y almacenamiento;2013M12;2,95
Sociedades Constituídas;H Transporte y almacenamiento;2013M11;3,09
Sociedades Constituídas;H Transporte y almacenamiento;2013M10;3,21
Sociedades Constituídas;H Transporte y almacenamiento;2013M09;3,27
Sociedades Constituídas;H Transporte y almacenamiento;2013M08;3,24
Sociedades Constituídas;H Transporte y almacenamiento;2013M07;2,97
Sociedades Constituídas;H Transporte y almacenamiento;2013M06;2,46
Sociedades Constituídas;H Transporte y almacenamiento;2013M05;2,83
Sociedades Constituídas;H Transporte y almacenamiento;2013M04;2,8
Sociedades Constituídas;H Transporte y almacenamiento;2013M03;3,38
Sociedades Constituídas;H Transporte y almacenamiento;2013M02;2,93
Sociedades Constituídas;H Transporte y almacenamiento;2013M01;3,43
Sociedades Constituídas;H Transporte y almacenamiento;2012M12;2,71
Sociedades Constituídas;H Transporte y almacenamiento;2012M11;2,83
Sociedades Constituídas;H Transporte y almacenamiento;2012M10;2,96
Sociedades Constituídas;H Transporte y almacenamiento;2012M09;3,48
Sociedades Constituídas;H Transporte y almacenamiento;2012M08;3,21
Sociedades Constituídas;H Transporte y almacenamiento;2012M07;3,16
Sociedades Constituídas;H Transporte y almacenamiento;2012M06;3,01
Sociedades Constituídas;H Transporte y almacenamiento;2012M05;2,79
Sociedades Constituídas;H Transporte y almacenamiento;2012M04;2,75
Sociedades Constituídas;H Transporte y almacenamiento;2012M03;2,11
Sociedades Constituídas;H Transporte y almacenamiento;2012M02;2,45
Sociedades Constituídas;H Transporte y almacenamiento;2012M01;3,05
Sociedades Constituídas;I Hostelería;2023M09;11,2
Sociedades Constituídas;I Hostelería;2023M08;10,67
Sociedades Constituídas;I Hostelería;2023M07;10,22
Sociedades Constituídas;I Hostelería;2023M06;11,29
Sociedades Constituídas;I Hostelería;2023M05;11,51
Sociedades Constituídas;I Hostelería;2023M04;11,48
Sociedades Constituídas;I Hostelería;2023M03;11,61
Sociedades Constituídas;I Hostelería;2023M02;10,92
Sociedades Constituídas;I Hostelería;2023M01;10,2
Sociedades Constituídas;I Hostelería;2022M12;11,21
Sociedades Constituídas;I Hostelería;2022M11;11,17
Sociedades Constituídas;I Hostelería;2022M10;10
Sociedades Constituídas;I Hostelería;2022M09;10,95
Sociedades Constituídas;I Hostelería;2022M08;10,21
Sociedades Constituídas;I Hostelería;2022M07;10,72
Sociedades Constituídas;I Hostelería;2022M06;10,53
Sociedades Constituídas;I Hostelería;2022M05;10,53
Sociedades Constituídas;I Hostelería;2022M04;11,05
Sociedades Constituídas;I Hostelería;2022M03;11,01
Sociedades Constituídas;I Hostelería;2022M02;10,32
Sociedades Constituídas;I Hostelería;2022M01;9,75
Sociedades Constituídas;I Hostelería;2021M12;10,39
Sociedades Constituídas;I Hostelería;2021M11;10,67
Sociedades Constituídas;I Hostelería;2021M10;9,8
Sociedades Constituídas;I Hostelería;2021M09;9,98
Sociedades Constituídas;I Hostelería;2021M08;9,51
Sociedades Constituídas;I Hostelería;2021M07;9,78
Sociedades Constituídas;I Hostelería;2021M06;10,56
Sociedades Constituídas;I Hostelería;2021M05;10,3
Sociedades Constituídas;I Hostelería;2021M04;9,43
Sociedades Constituídas;I Hostelería;2021M03;9,35
Sociedades Constituídas;I Hostelería;2021M02;8,23
Sociedades Constituídas;I Hostelería;2021M01;7,75
Sociedades Constituídas;I Hostelería;2020M12;8,24
Sociedades Constituídas;I Hostelería;2020M11;8,26
Sociedades Constituídas;I Hostelería;2020M10;7,77
Sociedades Constituídas;I Hostelería;2020M09;7,95
Sociedades Constituídas;I Hostelería;2020M08;9,3
Sociedades Constituídas;I Hostelería;2020M07;9,89
Sociedades Constituídas;I Hostelería;2020M06;8,28
Sociedades Constituídas;I Hostelería;2020M05;6,83
