Total Nacional;Comunidades y Ciudades Autónomas;Principales indicadores;Periodo;Total
Total Nacional;02 Aragón;Expectativas del trimestre entrante;2014T4;-14,6
Total Nacional;02 Aragón;Expectativas del trimestre entrante;2014T3;-16,0
Total Nacional;02 Aragón;Expectativas del trimestre entrante;2014T2;-17,8
Total Nacional;02 Aragón;Expectativas del trimestre entrante;2014T1;-32,9
Total Nacional;02 Aragón;Expectativas del trimestre entrante;2013T4;-33,0
Total Nacional;02 Aragón;Expectativas del trimestre entrante;2013T3;-38,4
Total Nacional;02 Aragón;Expectativas del trimestre entrante;2013T2;-46,7
Total Nacional;02 Aragón;Expectativas del trimestre entrante;2013T1;-54,6
Total Nacional;03 Asturias, Principado de;Indice de confianza empresarial armonizado;2023T4;135,1
Total Nacional;03 Asturias, Principado de;Indice de confianza empresarial armonizado;2023T3;136,9
Total Nacional;03 Asturias, Principado de;Indice de confianza empresarial armonizado;2023T2;132,4
Total Nacional;03 Asturias, Principado de;Indice de confianza empresarial armonizado;2023T1;128,8
Total Nacional;03 Asturias, Principado de;Indice de confianza empresarial armonizado;2022T4;128,5
Total Nacional;03 Asturias, Principado de;Indice de confianza empresarial armonizado;2022T3;127,1
Total Nacional;03 Asturias, Principado de;Indice de confianza empresarial armonizado;2022T2;122,0
Total Nacional;03 Asturias, Principado de;Indice de confianza empresarial armonizado;2022T1;124,5
Total Nacional;03 Asturias, Principado de;Indice de confianza empresarial armonizado;2021T4;137,8
Total Nacional;03 Asturias, Principado de;Indice de confianza empresarial armonizado;2021T3;134,8
Total Nacional;03 Asturias, Principado de;Indice de confianza empresarial armonizado;2021T2;117,4
Total Nacional;03 Asturias, Principado de;Indice de confianza empresarial armonizado;2021T1;112,2
Total Nacional;03 Asturias, Principado de;Indice de confianza empresarial armonizado;2020T4;114,9
Total Nacional;03 Asturias, Principado de;Indice de confianza empresarial armonizado;2020T3;102,0
Total Nacional;03 Asturias, Principado de;Indice de confianza empresarial armonizado;2020T2;96,7
Total Nacional;03 Asturias, Principado de;Indice de confianza empresarial armonizado;2020T1;131,9
Total Nacional;03 Asturias, Principado de;Indice de confianza empresarial armonizado;2019T4;133,1
Total Nacional;03 Asturias, Principado de;Indice de confianza empresarial armonizado;2019T3;134,3
Total Nacional;03 Asturias, Principado de;Indice de confianza empresarial armonizado;2019T2;131,7
Total Nacional;03 Asturias, Principado de;Indice de confianza empresarial armonizado;2019T1;133,6
Total Nacional;03 Asturias, Principado de;Indice de confianza empresarial armonizado;2018T4;134,3
Total Nacional;03 Asturias, Principado de;Indice de confianza empresarial armonizado;2018T3;135,8
Total Nacional;03 Asturias, Principado de;Indice de confianza empresarial armonizado;2018T2;137,4
Total Nacional;03 Asturias, Principado de;Indice de confianza empresarial armonizado;2018T1;135,7
Total Nacional;03 Asturias, Principado de;Indice de confianza empresarial armonizado;2017T4;136,3
Total Nacional;03 Asturias, Principado de;Indice de confianza empresarial armonizado;2017T3;139,2
Total Nacional;03 Asturias, Principado de;Indice de confianza empresarial armonizado;2017T2;136,1
Total Nacional;03 Asturias, Principado de;Indice de confianza empresarial armonizado;2017T1;129,6
Total Nacional;03 Asturias, Principado de;Indice de confianza empresarial armonizado;2016T4;132,6
Total Nacional;03 Asturias, Principado de;Indice de confianza empresarial armonizado;2016T3;133,6
Total Nacional;03 Asturias, Principado de;Indice de confianza empresarial armonizado;2016T2;131,7
Total Nacional;03 Asturias, Principado de;Indice de confianza empresarial armonizado;2016T1;131,7
Total Nacional;03 Asturias, Principado de;Indice de confianza empresarial armonizado;2015T4;134,3
Total Nacional;03 Asturias, Principado de;Indice de confianza empresarial armonizado;2015T3;131,6
Total Nacional;03 Asturias, Principado de;Indice de confianza empresarial armonizado;2015T2;129,2
Total Nacional;03 Asturias, Principado de;Indice de confianza empresarial armonizado;2015T1;126,4
Total Nacional;03 Asturias, Principado de;Indice de confianza empresarial armonizado;2014T4;124,4
Total Nacional;03 Asturias, Principado de;Indice de confianza empresarial armonizado;2014T3;122,0
Total Nacional;03 Asturias, Principado de;Indice de confianza empresarial armonizado;2014T2;118,9
Total Nacional;03 Asturias, Principado de;Indice de confianza empresarial armonizado;2014T1;118,2
Total Nacional;03 Asturias, Principado de;Indice de confianza empresarial armonizado;2013T4;116,3
Total Nacional;03 Asturias, Principado de;Indice de confianza empresarial armonizado;2013T3;110,5
Total Nacional;03 Asturias, Principado de;Indice de confianza empresarial armonizado;2013T2;105,2
Total Nacional;03 Asturias, Principado de;Indice de confianza empresarial armonizado;2013T1;100,0
Total Nacional;03 Asturias, Principado de;Situación del trimestre anterior;2023T4;0,4
Total Nacional;03 Asturias, Principado de;Situación del trimestre anterior;2023T3;-0,3
Total Nacional;03 Asturias, Principado de;Situación del trimestre anterior;2023T2;-9,5
Total Nacional;03 Asturias, Principado de;Situación del trimestre anterior;2023T1;-6,3
Total Nacional;03 Asturias, Principado de;Situación del trimestre anterior;2022T4;-4,7
Total Nacional;03 Asturias, Principado de;Situación del trimestre anterior;2022T3;-12,6
Total Nacional;03 Asturias, Principado de;Situación del trimestre anterior;2022T2;-18,7
Total Nacional;03 Asturias, Principado de;Situación del trimestre anterior;2022T1;-11,5
Total Nacional;03 Asturias, Principado de;Situación del trimestre anterior;2021T4;4,5
Total Nacional;03 Asturias, Principado de;Situación del trimestre anterior;2021T3;-6,7
Total Nacional;03 Asturias, Principado de;Situación del trimestre anterior;2021T2;-30,7
Total Nacional;03 Asturias, Principado de;Situación del trimestre anterior;2021T1;-35,2
Total Nacional;03 Asturias, Principado de;Situación del trimestre anterior;2020T4;-29,6
Total Nacional;03 Asturias, Principado de;Situación del trimestre anterior;2020T3;-60,1
Total Nacional;03 Asturias, Principado de;Situación del trimestre anterior;2020T2;-38,2
Total Nacional;03 Asturias, Principado de;Situación del trimestre anterior;2020T1;-3,5
Total Nacional;03 Asturias, Principado de;Situación del trimestre anterior;2019T4;-3,1
Total Nacional;03 Asturias, Principado de;Situación del trimestre anterior;2019T3;-4,1
Total Nacional;03 Asturias, Principado de;Situación del trimestre anterior;2019T2;-15,3
Total Nacional;03 Asturias, Principado de;Situación del trimestre anterior;2019T1;-0,6
Total Nacional;03 Asturias, Principado de;Situación del trimestre anterior;2018T4;-0,9
Total Nacional;03 Asturias, Principado de;Situación del trimestre anterior;2018T3;-3,6
Total Nacional;03 Asturias, Principado de;Situación del trimestre anterior;2018T2;-3,7
Total Nacional;03 Asturias, Principado de;Situación del trimestre anterior;2018T1;0,3
Total Nacional;03 Asturias, Principado de;Situación del trimestre anterior;2017T4;-1,5
Total Nacional;03 Asturias, Principado de;Situación del trimestre anterior;2017T3;1,7
Total Nacional;03 Asturias, Principado de;Situación del trimestre anterior;2017T2;-10,3
Total Nacional;03 Asturias, Principado de;Situación del trimestre anterior;2017T1;-8,2
Total Nacional;03 Asturias, Principado de;Situación del trimestre anterior;2016T4;-5,1
Total Nacional;03 Asturias, Principado de;Situación del trimestre anterior;2016T3;-9,0
Total Nacional;03 Asturias, Principado de;Situación del trimestre anterior;2016T2;-11,1
Total Nacional;03 Asturias, Principado de;Situación del trimestre anterior;2016T1;-4,9
Total Nacional;03 Asturias, Principado de;Situación del trimestre anterior;2015T4;-0,7
Total Nacional;03 Asturias, Principado de;Situación del trimestre anterior;2015T3;-10,7
Total Nacional;03 Asturias, Principado de;Situación del trimestre anterior;2015T2;-16,5
Total Nacional;03 Asturias, Principado de;Situación del trimestre anterior;2015T1;-13,4
Total Nacional;03 Asturias, Principado de;Situación del trimestre anterior;2014T4;-17,4
Total Nacional;03 Asturias, Principado de;Situación del trimestre anterior;2014T3;-26,4
Total Nacional;03 Asturias, Principado de;Situación del trimestre anterior;2014T2;-31,5
Total Nacional;03 Asturias, Principado de;Situación del trimestre anterior;2014T1;-28,0
Total Nacional;03 Asturias, Principado de;Situación del trimestre anterior;2013T4;-27,8
Total Nacional;03 Asturias, Principado de;Situación del trimestre anterior;2013T3;-42,4
Total Nacional;03 Asturias, Principado de;Situación del trimestre anterior;2013T2;-50,2
Total Nacional;03 Asturias, Principado de;Situación del trimestre anterior;2013T1;-53,2
Total Nacional;03 Asturias, Principado de;Expectativas del trimestre entrante;2023T4;-6,4
Total Nacional;03 Asturias, Principado de;Expectativas del trimestre entrante;2023T3;-0,4
Total Nacional;03 Asturias, Principado de;Expectativas del trimestre entrante;2023T2;-4,2
Total Nacional;03 Asturias, Principado de;Expectativas del trimestre entrante;2023T1;-18,0
Total Nacional;03 Asturias, Principado de;Expectativas del trimestre entrante;2022T4;-20,2
Total Nacional;03 Asturias, Principado de;Expectativas del trimestre entrante;2022T3;-16,7
Total Nacional;03 Asturias, Principado de;Expectativas del trimestre entrante;2022T2;-25,4
Total Nacional;03 Asturias, Principado de;Expectativas del trimestre entrante;2022T1;-25,2
Total Nacional;03 Asturias, Principado de;Expectativas del trimestre entrante;2021T4;-2,6
Total Nacional;03 Asturias, Principado de;Expectativas del trimestre entrante;2021T3;0,0
Total Nacional;03 Asturias, Principado de;Expectativas del trimestre entrante;2021T2;-27,0
Total Nacional;03 Asturias, Principado de;Expectativas del trimestre entrante;2021T1;-37,7
Total Nacional;03 Asturias, Principado de;Expectativas del trimestre entrante;2020T4;-35,2
Total Nacional;03 Asturias, Principado de;Expectativas del trimestre entrante;2020T3;-42,0
Total Nacional;03 Asturias, Principado de;Expectativas del trimestre entrante;2020T2;-77,2
Total Nacional;03 Asturias, Principado de;Expectativas del trimestre entrante;2020T1;-11,7
Total Nacional;03 Asturias, Principado de;Expectativas del trimestre entrante;2019T4;-8,6
Total Nacional;03 Asturias, Principado de;Expectativas del trimestre entrante;2019T3;-4,2
Total Nacional;03 Asturias, Principado de;Expectativas del trimestre entrante;2019T2;-0,3
Total Nacional;03 Asturias, Principado de;Expectativas del trimestre entrante;2019T1;-9,8
Total Nacional;03 Asturias, Principado de;Expectativas del trimestre entrante;2018T4;-7,3
Total Nacional;03 Asturias, Principado de;Expectativas del trimestre entrante;2018T3;-0,3
Total Nacional;03 Asturias, Principado de;Expectativas del trimestre entrante;2018T2;4,4
Total Nacional;03 Asturias, Principado de;Expectativas del trimestre entrante;2018T1;-4,4
Total Nacional;03 Asturias, Principado de;Expectativas del trimestre entrante;2017T4;-1,0
Total Nacional;03 Asturias, Principado de;Expectativas del trimestre entrante;2017T3;4,3
Total Nacional;03 Asturias, Principado de;Expectativas del trimestre entrante;2017T2;7,6
Total Nacional;03 Asturias, Principado de;Expectativas del trimestre entrante;2017T1;-13,7
Total Nacional;03 Asturias, Principado de;Expectativas del trimestre entrante;2016T4;-8,2
Total Nacional;03 Asturias, Principado de;Expectativas del trimestre entrante;2016T3;-1,3
Total Nacional;03 Asturias, Principado de;Expectativas del trimestre entrante;2016T2;-4,7
Total Nacional;03 Asturias, Principado de;Expectativas del trimestre entrante;2016T1;-11,0
Total Nacional;03 Asturias, Principado de;Expectativas del trimestre entrante;2015T4;-7,6
Total Nacional;03 Asturias, Principado de;Expectativas del trimestre entrante;2015T3;-5,6
Total Nacional;03 Asturias, Principado de;Expectativas del trimestre entrante;2015T2;-6,5
Total Nacional;03 Asturias, Principado de;Expectativas del trimestre entrante;2015T1;-18,0
Total Nacional;03 Asturias, Principado de;Expectativas del trimestre entrante;2014T4;-19,8
Total Nacional;03 Asturias, Principado de;Expectativas del trimestre entrante;2014T3;-17,7
Total Nacional;03 Asturias, Principado de;Expectativas del trimestre entrante;2014T2;-21,5
Total Nacional;03 Asturias, Principado de;Expectativas del trimestre entrante;2014T1;-27,2
Total Nacional;03 Asturias, Principado de;Expectativas del trimestre entrante;2013T4;-33,0
Total Nacional;03 Asturias, Principado de;Expectativas del trimestre entrante;2013T3;-35,2
Total Nacional;03 Asturias, Principado de;Expectativas del trimestre entrante;2013T2;-43,0
Total Nacional;03 Asturias, Principado de;Expectativas del trimestre entrante;2013T1;-55,2
Total Nacional;04 Balears, Illes;Indice de confianza empresarial armonizado;2023T4;139,3
Total Nacional;04 Balears, Illes;Indice de confianza empresarial armonizado;2023T3;145,5
Total Nacional;04 Balears, Illes;Indice de confianza empresarial armonizado;2023T2;142,2
Total Nacional;04 Balears, Illes;Indice de confianza empresarial armonizado;2023T1;131,3
Total Nacional;04 Balears, Illes;Indice de confianza empresarial armonizado;2022T4;136,7
Total Nacional;04 Balears, Illes;Indice de confianza empresarial armonizado;2022T3;148,7
Total Nacional;04 Balears, Illes;Indice de confianza empresarial armonizado;2022T2;127,9
Total Nacional;04 Balears, Illes;Indice de confianza empresarial armonizado;2022T1;122,0
Total Nacional;04 Balears, Illes;Indice de confianza empresarial armonizado;2021T4;130,6
Total Nacional;04 Balears, Illes;Indice de confianza empresarial armonizado;2021T3;122,9
Total Nacional;04 Balears, Illes;Indice de confianza empresarial armonizado;2021T2;103,6
Total Nacional;04 Balears, Illes;Indice de confianza empresarial armonizado;2021T1;96,7
Total Nacional;04 Balears, Illes;Indice de confianza empresarial armonizado;2020T4;93,1
Total Nacional;04 Balears, Illes;Indice de confianza empresarial armonizado;2020T3;86,9
Total Nacional;04 Balears, Illes;Indice de confianza empresarial armonizado;2020T2;90,1
Total Nacional;04 Balears, Illes;Indice de confianza empresarial armonizado;2020T1;128,9
Total Nacional;04 Balears, Illes;Indice de confianza empresarial armonizado;2019T4;132,8
Total Nacional;04 Balears, Illes;Indice de confianza empresarial armonizado;2019T3;139,4
Total Nacional;04 Balears, Illes;Indice de confianza empresarial armonizado;2019T2;137,9
Total Nacional;04 Balears, Illes;Indice de confianza empresarial armonizado;2019T1;130,8
Total Nacional;04 Balears, Illes;Indice de confianza empresarial armonizado;2018T4;136,1
Total Nacional;04 Balears, Illes;Indice de confianza empresarial armonizado;2018T3;142,8
Total Nacional;04 Balears, Illes;Indice de confianza empresarial armonizado;2018T2;142,3
Total Nacional;04 Balears, Illes;Indice de confianza empresarial armonizado;2018T1;131,5
Total Nacional;04 Balears, Illes;Indice de confianza empresarial armonizado;2017T4;140,8
Total Nacional;04 Balears, Illes;Indice de confianza empresarial armonizado;2017T3;149,2
Total Nacional;04 Balears, Illes;Indice de confianza empresarial armonizado;2017T2;141,0
Total Nacional;04 Balears, Illes;Indice de confianza empresarial armonizado;2017T1;133,6
Total Nacional;04 Balears, Illes;Indice de confianza empresarial armonizado;2016T4;140,7
Total Nacional;04 Balears, Illes;Indice de confianza empresarial armonizado;2016T3;147,6
Total Nacional;04 Balears, Illes;Indice de confianza empresarial armonizado;2016T2;136,0
Total Nacional;04 Balears, Illes;Indice de confianza empresarial armonizado;2016T1;130,5
Total Nacional;04 Balears, Illes;Indice de confianza empresarial armonizado;2015T4;137,9
Total Nacional;04 Balears, Illes;Indice de confianza empresarial armonizado;2015T3;145,6
Total Nacional;04 Balears, Illes;Indice de confianza empresarial armonizado;2015T2;135,1
Total Nacional;04 Balears, Illes;Indice de confianza empresarial armonizado;2015T1;122,2
Total Nacional;04 Balears, Illes;Indice de confianza empresarial armonizado;2014T4;129,3
Total Nacional;04 Balears, Illes;Indice de confianza empresarial armonizado;2014T3;133,1
Total Nacional;04 Balears, Illes;Indice de confianza empresarial armonizado;2014T2;126,3
Total Nacional;04 Balears, Illes;Indice de confianza empresarial armonizado;2014T1;114,5
