,Comunidad Autónoma,Forma jurídica,Sociedades o Capital desembolsado,Año,Número Sociedades/Capital,Población
899,07 Castilla y León,S.L.,capital (en miles de euros) desembolsado,2020,123.935,2.394.918
900,07 Castilla y León,S.L.,capital (en miles de euros) desembolsado,2019,166.071,2.399.548
901,07 Castilla y León,S.L.,capital (en miles de euros) desembolsado,2018,140.116,2.409.164
902,07 Castilla y León,S.L.,capital (en miles de euros) desembolsado,2017,146.019,2.425.801
903,07 Castilla y León,S.L.,capital (en miles de euros) desembolsado,2016,195.652,2.447.519
904,07 Castilla y León,S.L.,capital (en miles de euros) desembolsado,2015,85.828,2.472.052
905,07 Castilla y León,S.L.,capital (en miles de euros) desembolsado,2014,66.838,2.494.790
906,07 Castilla y León,S.L.,capital (en miles de euros) desembolsado,2013,238.439,2.519.875
907,07 Castilla y León,S.L.,capital (en miles de euros) desembolsado,2012,105.092,2.546.078
908,07 Castilla y León,S.L.,capital (en miles de euros) desembolsado,2011,134.289,2.558.463
909,07 Castilla y León,S.L.,capital (en miles de euros) desembolsado,2010,163.75,2.559.515
910,07 Castilla y León,S.L.,capital (en miles de euros) desembolsado,2009,116.374,2.563.521
911,07 Castilla y León,S.L.,capital (en miles de euros) desembolsado,2008,261.615,2.557.330
912,07 Castilla y León,S.L.,capital (en miles de euros) desembolsado,2007,273.619,2.528.417
913,07 Castilla y León,S.L.,capital (en miles de euros) desembolsado,2006,263.496,2.523.020
914,07 Castilla y León,S.L.,capital (en miles de euros) desembolsado,2005,211.319,2.510.849
915,07 Castilla y León,S.L.,capital (en miles de euros) desembolsado,2004,257.036,2.493.918
916,07 Castilla y León,S.L.,capital (en miles de euros) desembolsado,2003,189.666,2.487.646
917,07 Castilla y León,S.L.,capital (en miles de euros) desembolsado,2002,155.276,2.480.369
918,07 Castilla y León,S.L.,capital (en miles de euros) desembolsado,2001,195.169,2.479.425
919,07 Castilla y León,S.L.,capital (en miles de euros) desembolsado,2000,,2.479.118
920,07 Castilla y León,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2022,0.0,2.375.583
921,07 Castilla y León,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2021,0.0,2.383.139
922,07 Castilla y León,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2020,0.0,2.394.918
923,07 Castilla y León,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2019,0.0,2.399.548
924,07 Castilla y León,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2018,0.0,2.409.164
925,07 Castilla y León,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2017,0.0,2.425.801
926,07 Castilla y León,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2016,2.0,2.447.519
927,07 Castilla y León,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2015,1.0,2.472.052
928,07 Castilla y León,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2014,0.0,2.494.790
929,07 Castilla y León,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2013,0.0,2.519.875
930,07 Castilla y León,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2012,1.0,2.546.078
931,07 Castilla y León,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2011,1.0,2.558.463
932,07 Castilla y León,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2010,0.0,2.559.515
933,07 Castilla y León,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2009,0.0,2.563.521
934,07 Castilla y León,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2008,0.0,2.557.330
935,07 Castilla y León,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2007,0.0,2.528.417
936,07 Castilla y León,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2006,1.0,2.523.020
937,07 Castilla y León,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2005,0.0,2.510.849
938,07 Castilla y León,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2004,0.0,2.493.918
939,07 Castilla y León,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2003,0.0,2.487.646
940,07 Castilla y León,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2002,0.0,2.480.369
941,07 Castilla y León,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2001,0.0,2.479.425
942,07 Castilla y León,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2000,3.0,2.479.118
943,07 Castilla y León,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2022,0.0,2.375.583
944,07 Castilla y León,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2021,0.0,2.383.139
945,07 Castilla y León,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2020,0.0,2.394.918
946,07 Castilla y León,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2019,0.0,2.399.548
947,07 Castilla y León,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2018,0.0,2.409.164
948,07 Castilla y León,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2017,0.0,2.425.801
949,07 Castilla y León,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2016,56.0,2.447.519
950,07 Castilla y León,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2015,5.0,2.472.052
951,07 Castilla y León,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2014,0.0,2.494.790
952,07 Castilla y León,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2013,0.0,2.519.875
953,07 Castilla y León,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2012,3.0,2.546.078
954,07 Castilla y León,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2011,100.0,2.558.463
955,07 Castilla y León,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2010,0.0,2.559.515
956,07 Castilla y León,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2009,0.0,2.563.521
957,07 Castilla y León,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2008,0.0,2.557.330
958,07 Castilla y León,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2007,0.0,2.528.417
959,07 Castilla y León,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2006,1.0,2.523.020
960,07 Castilla y León,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2005,0.0,2.510.849
961,07 Castilla y León,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2004,0.0,2.493.918
962,07 Castilla y León,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2003,0.0,2.487.646
963,07 Castilla y León,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2002,0.0,2.480.369
964,07 Castilla y León,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2001,0.0,2.479.425
965,07 Castilla y León,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2000,1.0,2.479.118
966,08 Castilla - La Mancha,S.A.,Número de Sociedades,2022,6.0,2.058.278
967,08 Castilla - La Mancha,S.A.,Número de Sociedades,2021,7.0,2.049.562
968,08 Castilla - La Mancha,S.A.,Número de Sociedades,2020,4.0,2.045.221
969,08 Castilla - La Mancha,S.A.,Número de Sociedades,2019,8.0,2.032.863
970,08 Castilla - La Mancha,S.A.,Número de Sociedades,2018,6.0,2.026.807
971,08 Castilla - La Mancha,S.A.,Número de Sociedades,2017,5.0,2.031.479
972,08 Castilla - La Mancha,S.A.,Número de Sociedades,2016,1.0,2.041.631
973,08 Castilla - La Mancha,S.A.,Número de Sociedades,2015,6.0,2.059.191
974,08 Castilla - La Mancha,S.A.,Número de Sociedades,2014,8.0,2.078.611
975,08 Castilla - La Mancha,S.A.,Número de Sociedades,2013,10.0,2.100.998
976,08 Castilla - La Mancha,S.A.,Número de Sociedades,2012,17.0,2.121.888
977,08 Castilla - La Mancha,S.A.,Número de Sociedades,2011,15.0,2.115.334
978,08 Castilla - La Mancha,S.A.,Número de Sociedades,2010,17.0,2.098.373
979,08 Castilla - La Mancha,S.A.,Número de Sociedades,2009,24.0,2.081.313
980,08 Castilla - La Mancha,S.A.,Número de Sociedades,2008,30.0,2.043.100
981,08 Castilla - La Mancha,S.A.,Número de Sociedades,2007,62.0,1.977.304
982,08 Castilla - La Mancha,S.A.,Número de Sociedades,2006,60.0,1.932.261
983,08 Castilla - La Mancha,S.A.,Número de Sociedades,2005,66.0,1.894.667
984,08 Castilla - La Mancha,S.A.,Número de Sociedades,2004,76.0,1.848.881
985,08 Castilla - La Mancha,S.A.,Número de Sociedades,2003,82.0,1.815.781
986,08 Castilla - La Mancha,S.A.,Número de Sociedades,2002,73.0,1.782.038
987,08 Castilla - La Mancha,S.A.,Número de Sociedades,2001,110.0,1.755.053
988,08 Castilla - La Mancha,S.A.,Número de Sociedades,2000,115.0,1.734.261
989,08 Castilla - La Mancha,S.A.,capital (en miles de euros) desembolsado,2022,835.0,2.058.278
990,08 Castilla - La Mancha,S.A.,capital (en miles de euros) desembolsado,2021,511.0,2.049.562
991,08 Castilla - La Mancha,S.A.,capital (en miles de euros) desembolsado,2020,195.0,2.045.221
992,08 Castilla - La Mancha,S.A.,capital (en miles de euros) desembolsado,2019,466.0,2.032.863
993,08 Castilla - La Mancha,S.A.,capital (en miles de euros) desembolsado,2018,2.22,2.026.807
994,08 Castilla - La Mancha,S.A.,capital (en miles de euros) desembolsado,2017,445.0,2.031.479
995,08 Castilla - La Mancha,S.A.,capital (en miles de euros) desembolsado,2016,100.0,2.041.631
996,08 Castilla - La Mancha,S.A.,capital (en miles de euros) desembolsado,2015,6.217,2.059.191
997,08 Castilla - La Mancha,S.A.,capital (en miles de euros) desembolsado,2014,589.0,2.078.611
998,08 Castilla - La Mancha,S.A.,capital (en miles de euros) desembolsado,2013,28.379,2.100.998
999,08 Castilla - La Mancha,S.A.,capital (en miles de euros) desembolsado,2012,7.566,2.121.888
1000,08 Castilla - La Mancha,S.A.,capital (en miles de euros) desembolsado,2011,682.0,2.115.334
1001,08 Castilla - La Mancha,S.A.,capital (en miles de euros) desembolsado,2010,1.143,2.098.373
1002,08 Castilla - La Mancha,S.A.,capital (en miles de euros) desembolsado,2009,4.712,2.081.313
1003,08 Castilla - La Mancha,S.A.,capital (en miles de euros) desembolsado,2008,4.619,2.043.100
1004,08 Castilla - La Mancha,S.A.,capital (en miles de euros) desembolsado,2007,38.252,1.977.304
1005,08 Castilla - La Mancha,S.A.,capital (en miles de euros) desembolsado,2006,25.172,1.932.261
1006,08 Castilla - La Mancha,S.A.,capital (en miles de euros) desembolsado,2005,13.687,1.894.667
1007,08 Castilla - La Mancha,S.A.,capital (en miles de euros) desembolsado,2004,18.194,1.848.881
1008,08 Castilla - La Mancha,S.A.,capital (en miles de euros) desembolsado,2003,19.538,1.815.781
1009,08 Castilla - La Mancha,S.A.,capital (en miles de euros) desembolsado,2002,9.507,1.782.038
1010,08 Castilla - La Mancha,S.A.,capital (en miles de euros) desembolsado,2001,16.973,1.755.053
1011,08 Castilla - La Mancha,S.A.,capital (en miles de euros) desembolsado,2000,600.265,1.734.261
1012,08 Castilla - La Mancha,S.L.,Número de Sociedades,2022,2.79,2.058.278
1013,08 Castilla - La Mancha,S.L.,Número de Sociedades,2021,2.933,2.049.562
1014,08 Castilla - La Mancha,S.L.,Número de Sociedades,2020,2.228,2.045.221
1015,08 Castilla - La Mancha,S.L.,Número de Sociedades,2019,2.731,2.032.863
1016,08 Castilla - La Mancha,S.L.,Número de Sociedades,2018,2.83,2.026.807
1017,08 Castilla - La Mancha,S.L.,Número de Sociedades,2017,2.612,2.031.479
1018,08 Castilla - La Mancha,S.L.,Número de Sociedades,2016,2.975,2.041.631
1019,08 Castilla - La Mancha,S.L.,Número de Sociedades,2015,2.726,2.059.191
1020,08 Castilla - La Mancha,S.L.,Número de Sociedades,2014,2.804,2.078.611
1021,08 Castilla - La Mancha,S.L.,Número de Sociedades,2013,3.111,2.100.998
1022,08 Castilla - La Mancha,S.L.,Número de Sociedades,2012,2.845,2.121.888
1023,08 Castilla - La Mancha,S.L.,Número de Sociedades,2011,2.775,2.115.334
1024,08 Castilla - La Mancha,S.L.,Número de Sociedades,2010,2.705,2.098.373
1025,08 Castilla - La Mancha,S.L.,Número de Sociedades,2009,2.718,2.081.313
1026,08 Castilla - La Mancha,S.L.,Número de Sociedades,2008,4.881,2.043.100
1027,08 Castilla - La Mancha,S.L.,Número de Sociedades,2007,5.854,1.977.304
1028,08 Castilla - La Mancha,S.L.,Número de Sociedades,2006,5.783,1.932.261
1029,08 Castilla - La Mancha,S.L.,Número de Sociedades,2005,5.08,1.894.667
1030,08 Castilla - La Mancha,S.L.,Número de Sociedades,2004,4.466,1.848.881
1031,08 Castilla - La Mancha,S.L.,Número de Sociedades,2003,3.925,1.815.781
1032,08 Castilla - La Mancha,S.L.,Número de Sociedades,2002,3.526,1.782.038
1033,08 Castilla - La Mancha,S.L.,Número de Sociedades,2001,3.368,1.755.053
1034,08 Castilla - La Mancha,S.L.,Número de Sociedades,2000,3.496,1.734.261
1035,08 Castilla - La Mancha,S.L.,capital (en miles de euros) desembolsado,2022,77.399,2.058.278
1036,08 Castilla - La Mancha,S.L.,capital (en miles de euros) desembolsado,2021,94.495,2.049.562
1037,08 Castilla - La Mancha,S.L.,capital (en miles de euros) desembolsado,2020,53.864,2.045.221
1038,08 Castilla - La Mancha,S.L.,capital (en miles de euros) desembolsado,2019,108.735,2.032.863
1039,08 Castilla - La Mancha,S.L.,capital (en miles de euros) desembolsado,2018,155.391,2.026.807
1040,08 Castilla - La Mancha,S.L.,capital (en miles de euros) desembolsado,2017,66.639,2.031.479
1041,08 Castilla - La Mancha,S.L.,capital (en miles de euros) desembolsado,2016,71.833,2.041.631
1042,08 Castilla - La Mancha,S.L.,capital (en miles de euros) desembolsado,2015,61.755,2.059.191
1043,08 Castilla - La Mancha,S.L.,capital (en miles de euros) desembolsado,2014,76.635,2.078.611
1044,08 Castilla - La Mancha,S.L.,capital (en miles de euros) desembolsado,2013,87.179,2.100.998
1045,08 Castilla - La Mancha,S.L.,capital (en miles de euros) desembolsado,2012,92.097,2.121.888
1046,08 Castilla - La Mancha,S.L.,capital (en miles de euros) desembolsado,2011,71.208,2.115.334
1047,08 Castilla - La Mancha,S.L.,capital (en miles de euros) desembolsado,2010,678.163,2.098.373
1048,08 Castilla - La Mancha,S.L.,capital (en miles de euros) desembolsado,2009,110.182,2.081.313
1049,08 Castilla - La Mancha,S.L.,capital (en miles de euros) desembolsado,2008,95.219,2.043.100
1050,08 Castilla - La Mancha,S.L.,capital (en miles de euros) desembolsado,2007,195.019,1.977.304
1051,08 Castilla - La Mancha,S.L.,capital (en miles de euros) desembolsado,2006,202.223,1.932.261
1052,08 Castilla - La Mancha,S.L.,capital (en miles de euros) desembolsado,2005,246.924,1.894.667
1053,08 Castilla - La Mancha,S.L.,capital (en miles de euros) desembolsado,2004,127.093,1.848.881
1054,08 Castilla - La Mancha,S.L.,capital (en miles de euros) desembolsado,2003,144.489,1.815.781
1055,08 Castilla - La Mancha,S.L.,capital (en miles de euros) desembolsado,2002,96.937,1.782.038
1056,08 Castilla - La Mancha,S.L.,capital (en miles de euros) desembolsado,2001,93.122,1.755.053
1057,08 Castilla - La Mancha,S.L.,capital (en miles de euros) desembolsado,2000,,1.734.261
1058,08 Castilla - La Mancha,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2022,0.0,2.058.278
1059,08 Castilla - La Mancha,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2021,0.0,2.049.562
1060,08 Castilla - La Mancha,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2020,0.0,2.045.221
1061,08 Castilla - La Mancha,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2019,0.0,2.032.863
1062,08 Castilla - La Mancha,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2018,0.0,2.026.807
1063,08 Castilla - La Mancha,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2017,1.0,2.031.479
1064,08 Castilla - La Mancha,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2016,0.0,2.041.631
1065,08 Castilla - La Mancha,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2015,0.0,2.059.191
1066,08 Castilla - La Mancha,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2014,0.0,2.078.611
1067,08 Castilla - La Mancha,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2013,0.0,2.100.998
1068,08 Castilla - La Mancha,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2012,1.0,2.121.888
1069,08 Castilla - La Mancha,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2011,0.0,2.115.334
1070,08 Castilla - La Mancha,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2010,0.0,2.098.373
1071,08 Castilla - La Mancha,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2009,0.0,2.081.313
1072,08 Castilla - La Mancha,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2008,0.0,2.043.100
1073,08 Castilla - La Mancha,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2007,0.0,1.977.304
1074,08 Castilla - La Mancha,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2006,0.0,1.932.261
1075,08 Castilla - La Mancha,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2005,0.0,1.894.667
1076,08 Castilla - La Mancha,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2004,0.0,1.848.881
1077,08 Castilla - La Mancha,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2003,0.0,1.815.781
1078,08 Castilla - La Mancha,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2002,1.0,1.782.038
1079,08 Castilla - La Mancha,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2001,1.0,1.755.053
1080,08 Castilla - La Mancha,"S. COM., S. COM. P.A. y S.C.",Número de Sociedades,2000,0.0,1.734.261
1081,08 Castilla - La Mancha,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2022,0.0,2.058.278
1082,08 Castilla - La Mancha,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2021,0.0,2.049.562
1083,08 Castilla - La Mancha,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2020,0.0,2.045.221
1084,08 Castilla - La Mancha,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2019,0.0,2.032.863
1085,08 Castilla - La Mancha,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2018,0.0,2.026.807
1086,08 Castilla - La Mancha,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2017,3.0,2.031.479
1087,08 Castilla - La Mancha,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2016,0.0,2.041.631
1088,08 Castilla - La Mancha,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2015,0.0,2.059.191
1089,08 Castilla - La Mancha,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2014,0.0,2.078.611
1090,08 Castilla - La Mancha,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2013,0.0,2.100.998
1091,08 Castilla - La Mancha,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2012,0.0,2.121.888
1092,08 Castilla - La Mancha,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2011,0.0,2.115.334
1093,08 Castilla - La Mancha,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2010,0.0,2.098.373
1094,08 Castilla - La Mancha,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2009,0.0,2.081.313
1095,08 Castilla - La Mancha,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2008,0.0,2.043.100
1096,08 Castilla - La Mancha,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2007,0.0,1.977.304
1097,08 Castilla - La Mancha,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2006,0.0,1.932.261
1098,08 Castilla - La Mancha,"S. COM., S. COM. P.A. y S.C.",capital (en miles de euros) desembolsado,2005,0.0,1.894.667
